protein,drug,value
TXNIP,448488,5.3
TXNIP,448503,0
TXNIP,448505,0
TXNIP,448513,0
TXNIP,448514,0
TXNIP,448524,0
TXNIP,448532,5.9
TXNIP,448533,6.6
TXNIP,448535,5.3
TXNIP,448537,5.2
TXNIP,448539,0
TXNIP,448545,5.9
TXNIP,448564,6
TXNIP,448573,5.3
TXNIP,448577,6.3
TXNIP,448580,0
TXNIP,448581,0
TXNIP,448582,0
TXNIP,448605,7.4
TXNIP,448610,5.9
TXNIP,448632,0
TXNIP,448642,6.7
TXNIP,448650,0
TXNIP,448651,0
TXNIP,448652,0
TXNIP,448657,0
TXNIP,448658,6
TXNIP,448660,6.4
TXNIP,448661,7.1
TXNIP,448662,6.3
TXNIP,448667,5.1
TXNIP,448668,5.7
TXNIP,448669,0
TXNIP,448670,0
TXNIP,448672,0
TXNIP,448673,0
TXNIP,448674,0
TXNIP,448677,5.8
TXNIP,448718,0
TXNIP,448719,0
TXNIP,448724,5.6
TXNIP,448725,5.6
TXNIP,448726,0
TXNIP,448727,5.6
TXNIP,448729,5.6
TXNIP,448748,0
TXNIP,448749,0
TXNIP,448768,5.8
TXNIP,448769,5.8
TXNIP,448781,6.2
TXNIP,448793,7.3
TXNIP,448797,5.9
TXNIP,448803,0
TXNIP,448810,0
TXNIP,448819,0
TXNIP,448820,0
TXNIP,448828,0
TXNIP,448836,5
TXNIP,448839,0
TXNIP,448841,7
TXNIP,448872,0
TXNIP,448873,0
TXNIP,448878,0
TXNIP,448879,0
TXNIP,448889,7.8
TXNIP,448890,7.5
TXNIP,448903,6.2
TXNIP,448915,6.3
TXNIP,448923,0
TXNIP,448924,0
TXNIP,448925,0
TXNIP,448926,0
TXNIP,448934,5.7
TXNIP,448940,5.9
TXNIP,448942,7.1
TXNIP,448943,6.4
TXNIP,448953,5.3
TXNIP,448955,6.2
TXNIP,448963,0
TXNIP,448965,5.4
TXNIP,448968,6
TXNIP,448969,5
TXNIP,448970,5.2
TXNIP,448971,5.1
TXNIP,448972,5.4
TXNIP,448973,5.5
TXNIP,448974,5.1
TXNIP,448976,5.7
TXNIP,448978,5.9
TXNIP,448979,6.2
TXNIP,448991,5.7
TXNIP,448993,0
TXNIP,448994,6.8
TXNIP,448999,0
TXNIP,449003,5.4
TXNIP,449013,6.7
TXNIP,449014,5.6
TXNIP,449015,6.5
TXNIP,449021,5.5
TXNIP,449026,5.5
TXNIP,449029,5.9
TXNIP,449035,5.8
TXNIP,449076,0
TXNIP,449080,5.9
TXNIP,449087,7
TXNIP,449088,5.6
TXNIP,449093,0
TXNIP,449094,5
TXNIP,449095,5.4
TXNIP,449096,6.4
TXNIP,449098,0
TXNIP,449101,0
TXNIP,449108,0
TXNIP,449120,0
TXNIP,449123,5.5
TXNIP,449124,6.1
TXNIP,449125,0
TXNIP,449126,6.2
TXNIP,449127,5.3
TXNIP,449129,6.4
TXNIP,449137,0
TXNIP,449144,0
TXNIP,449146,0
TXNIP,449154,0
TXNIP,449157,6.1
TXNIP,449159,5.5
TXNIP,449162,5.6
TXNIP,449164,0
TXNIP,449165,0
TXNIP,449169,6.2
TXNIP,449171,6
TXNIP,449186,0
TXNIP,449190,5.3
TXNIP,449193,6.1
TXNIP,449201,0
TXNIP,449208,6.2
TXNIP,449209,6.4
TXNIP,449225,0
TXNIP,449241,6.3
TXNIP,449242,5.7
TXNIP,449243,5.6
TXNIP,449244,5
TXNIP,449245,0
TXNIP,449303,0
TXNIP,449304,0
TXNIP,449342,0
TXNIP,449346,0
TXNIP,449366,5.2
TXNIP,449379,0
TXNIP,449381,0
TXNIP,449392,0
TXNIP,449394,6.4
TXNIP,449402,5.2
TXNIP,449409,5.2
TXNIP,449412,5.7
TXNIP,449459,6.1
TXNIP,449462,0
TXNIP,449471,5.3
TXNIP,449486,5.4
TXNIP,449489,0
TXNIP,449500,0
TXNIP,449526,0
TXNIP,449535,0
TXNIP,449547,5.5
TXNIP,449582,0
TXNIP,449588,0
TXNIP,449593,0
TXNIP,449597,0
TXNIP,449688,0
TXNIP,449698,5.6
TXNIP,450173,0
TXNIP,450268,0
TXNIP,450349,0
TXNIP,450510,7
TXNIP,450656,0
TXNIP,451448,0
TXNIP,451480,0
TXNIP,451597,0
TXNIP,451668,0
TXNIP,452307,5.3
TXNIP,452548,6.2
TXNIP,453001,5.7
TXNIP,454194,0
TXNIP,455041,0
TXNIP,455742,0
TXNIP,456199,6.5
TXNIP,456214,5.6
TXNIP,456255,5.7
TXNIP,456389,6
TXNIP,456390,6.1
TXNIP,456557,5.1
TXNIP,457928,6.1
TXNIP,457954,0
TXNIP,459963,6.5
TXNIP,460516,0
TXNIP,460612,0
TXNIP,461278,0
TXNIP,461279,5.1
TXNIP,462919,5.3
TXNIP,464205,0
TXNIP,465669,6.1
TXNIP,465951,6.1
TXNIP,466151,5.6
TXNIP,466959,5.7
TXNIP,466960,5.9
TXNIP,467825,6.1
TXNIP,469717,0
TXNIP,470999,0
TXNIP,471161,0
TXNIP,472335,5.9
TXNIP,473141,7.1
TXNIP,476861,6.3
TXNIP,478379,5.9
TXNIP,483499,5.9
TXNIP,486953,5.8
TXNIP,487101,5.8
TXNIP,489181,5.1
TXNIP,491022,5.9
TXNIP,491941,6.3
TXNIP,492405,0
TXNIP,493570,0
TXNIP,499953,0
TXNIP,500902,0
TXNIP,501254,0
TXNIP,501391,0
TXNIP,501640,0
TXNIP,502272,0
TXNIP,503535,6.1
TXNIP,505461,5.6
TXNIP,507806,5.8
TXNIP,510684,6
TXNIP,512864,0
TXNIP,515328,0
TXNIP,517030,0
TXNIP,533975,0
TXNIP,543502,0
TXNIP,564920,0
TXNIP,588963,6.5
TXNIP,604519,5.6
TXNIP,610479,5.6
TXNIP,611002,6
TXNIP,621174,6.1
TXNIP,622262,5.3
TXNIP,622545,7.2
TXNIP,629281,5.6
TXNIP,636363,0
TXNIP,636398,5.1
TXNIP,636403,5.8
TXNIP,636405,6.1
TXNIP,636427,0
TXNIP,637090,0
TXNIP,637511,0
TXNIP,637516,0
TXNIP,637517,0
TXNIP,637540,0
TXNIP,637542,0
TXNIP,637563,5
TXNIP,637566,0
TXNIP,637568,0
TXNIP,637775,0
TXNIP,638024,6.7
TXNIP,638035,0
TXNIP,638072,5.7
TXNIP,638278,6.1
TXNIP,638678,5.1
TXNIP,639097,5
TXNIP,639665,6.2
TXNIP,640993,0
TXNIP,641237,0
TXNIP,641785,6
TXNIP,642324,0
TXNIP,642409,0
TXNIP,643684,0
TXNIP,643798,0
TXNIP,643976,0
TXNIP,643985,5.5
TXNIP,644013,5.5
TXNIP,644019,5.8
TXNIP,644020,5
TXNIP,644073,5.4
TXNIP,644111,0
TXNIP,644169,0
TXNIP,644175,0
TXNIP,644213,5.8
TXNIP,644241,8.2
TXNIP,644358,5
TXNIP,647499,5.7
TXNIP,650361,6.1
TXNIP,654376,6.4
TXNIP,656511,5.5
TXNIP,656580,0
TXNIP,656583,5.3
TXNIP,656604,0
TXNIP,656612,6.1
TXNIP,656615,6.8
TXNIP,656629,5.5
TXNIP,656655,0
TXNIP,656666,6.8
TXNIP,656668,5.7
TXNIP,656750,0
TXNIP,656804,5.9
TXNIP,656894,0
TXNIP,656902,0
TXNIP,656909,0
TXNIP,656910,0
TXNIP,656911,0
TXNIP,656912,5
TXNIP,656913,7
TXNIP,656917,0
TXNIP,656932,7
TXNIP,656936,6
TXNIP,656944,0
TXNIP,656948,6.4
TXNIP,656949,6.3
TXNIP,656952,6
TXNIP,656953,6.2
TXNIP,656957,0
TXNIP,656958,0
TXNIP,656959,0
TXNIP,656965,5.7
TXNIP,656966,5.5
TXNIP,656967,6.5
TXNIP,656968,0
TXNIP,656969,5.4
TXNIP,656970,0
TXNIP,656973,5.8
TXNIP,656979,0
TXNIP,656986,6
TXNIP,656989,6
TXNIP,657004,0
TXNIP,657007,5.2
TXNIP,657023,0
TXNIP,657024,0
TXNIP,657025,0
TXNIP,657026,0
TXNIP,657027,0
TXNIP,657028,0
TXNIP,657038,6.3
TXNIP,657041,5.1
TXNIP,657043,0
TXNIP,657061,5.7
TXNIP,657065,6
TXNIP,657073,5.3
TXNIP,657077,7.3
TXNIP,657081,0
TXNIP,657087,0
TXNIP,657095,5
TXNIP,657098,7
TXNIP,657105,5.1
TXNIP,657106,5.1
TXNIP,657117,0
TXNIP,657119,0
TXNIP,657131,7
TXNIP,657137,0
TXNIP,657140,6.3
TXNIP,657141,6.8
TXNIP,657144,5.1
TXNIP,657149,6.8
TXNIP,657237,0
TXNIP,657272,0
TXNIP,657298,0
TXNIP,667431,6.1
TXNIP,667467,5.3
TXNIP,667468,6.7
TXNIP,667476,5.6
TXNIP,667484,5.2
TXNIP,667490,0
TXNIP,667491,5.5
TXNIP,667510,0
TXNIP,667550,6.4
TXNIP,667639,5.7
TXNIP,670006,5.4
TXNIP,673481,5.5
TXNIP,676157,5.2
TXNIP,680935,0
TXNIP,685814,5.2
TXNIP,688009,0
TXNIP,688267,0
TXNIP,688272,5.3
TXNIP,688357,5.3
TXNIP,688424,5.9
TXNIP,688561,5.5
TXNIP,688857,6.3
TXNIP,688859,6.5
TXNIP,689043,0
TXNIP,691952,5.1
TXNIP,695906,6.9
TXNIP,697959,5.4
TXNIP,697993,0
TXNIP,705712,0
TXNIP,708346,6.2
TXNIP,708857,0
TXNIP,708990,5.9
TXNIP,735838,5.4
TXNIP,735998,5.7
TXNIP,736027,5.1
TXNIP,736104,5.1
TXNIP,736186,5
TXNIP,736234,5
TXNIP,736259,5.8
TXNIP,736299,5.4
TXNIP,736407,5.7
TXNIP,736681,5.3
TXNIP,736715,0
TXNIP,739358,0
TXNIP,745994,5.2
TXNIP,756618,5
TXNIP,763808,5.9
TXNIP,766948,6.4
TXNIP,774282,0
TXNIP,776315,5
TXNIP,784625,5.1
TXNIP,806138,0
TXNIP,825790,0
TXNIP,831616,5.5
TXNIP,834826,5.7
TXNIP,836853,0
TXNIP,853608,6.6
TXNIP,854023,5.5
TXNIP,854026,5.2
TXNIP,854498,0
TXNIP,855908,5.6
TXNIP,869249,6
TXNIP,891831,5.6
TXNIP,909781,6.4
TXNIP,941361,7.3
TXNIP,941651,6.2
TXNIP,961704,5.7
TXNIP,969472,5.7
TXNIP,969516,6.6
TXNIP,976666,0
TXNIP,984170,6
TXNIP,1069140,5.7
TXNIP,1082702,5.6
TXNIP,1116191,6.4
TXNIP,1117937,5.6
TXNIP,1121782,5.6
TXNIP,1122713,5.5
TXNIP,1150567,6.8
TXNIP,1184681,5.6
TXNIP,1190625,5.1
TXNIP,1202104,6.7
TXNIP,1235170,6.1
TXNIP,1237169,0
TXNIP,1237170,0
TXNIP,1283969,6
TXNIP,1286536,6.3
TXNIP,1289593,5.7
TXNIP,1349907,0
TXNIP,1415427,6.8
TXNIP,1432578,5.6
TXNIP,1453694,6.1
TXNIP,1484819,5.3
TXNIP,1503946,0
TXNIP,1504717,5.8
TXNIP,1510981,5.6
TXNIP,1535935,0
TXNIP,1548887,7.1
TXNIP,1548942,5.6
TXNIP,1548943,5.1
TXNIP,1548953,5.8
TXNIP,1548968,6.2
TXNIP,1548970,5.6
TXNIP,1548972,5.3
TXNIP,1548992,0
TXNIP,1549008,6.7
TXNIP,1549093,0
TXNIP,1549098,0
TXNIP,1549100,0
TXNIP,1549107,5.2
TXNIP,1549120,5.5
TXNIP,1549789,5.5
TXNIP,1550874,0
TXNIP,1587957,5.2
TXNIP,1711973,5
TXNIP,1712019,6.2
TXNIP,1712058,5.2
TXNIP,1712076,0
TXNIP,1712095,5.4
TXNIP,1714210,0
TXNIP,1738118,0
TXNIP,1794427,5.7
TXNIP,1916699,5.4
TXNIP,1933963,0
TXNIP,2033049,0
TXNIP,2059510,5.6
TXNIP,2079916,6.9
TXNIP,2255489,0
TXNIP,2266114,6.3
TXNIP,2352168,6.6
TXNIP,2376771,5.6
TXNIP,2405215,0
TXNIP,2723601,0
TXNIP,2723722,6
TXNIP,2724354,0
TXNIP,2724877,0
TXNIP,2724883,6
TXNIP,2724898,0
TXNIP,2726820,0
TXNIP,2730282,0
TXNIP,2733526,6.4
TXNIP,2733779,5.9
TXNIP,2733981,0
TXNIP,2734054,0
TXNIP,2734086,5.1
TXNIP,2734707,0
TXNIP,2735289,5.7
TXNIP,2737071,5.1
TXNIP,2738139,5.1
TXNIP,2740174,6.3
TXNIP,2742752,6.5
TXNIP,2758978,0
TXNIP,2761171,0
TXNIP,2763754,5.2
TXNIP,2763788,5.5
TXNIP,2765355,6.7
TXNIP,2766552,6.4
TXNIP,2776332,5.2
TXNIP,2776424,0
TXNIP,2782689,6.3
TXNIP,2797541,5.7
TXNIP,2799606,6.3
TXNIP,2815031,0
TXNIP,2817424,5.1
TXNIP,2822496,6.5
TXNIP,2823014,5.2
TXNIP,2826728,0
TXNIP,2826731,5.7
TXNIP,2999413,5.5
TXNIP,3000226,0
TXNIP,3000469,5.8
TXNIP,3000477,5
TXNIP,3000493,0
TXNIP,3000505,5.9
TXNIP,3000540,0
TXNIP,3000541,5.3
TXNIP,3000663,5.9
TXNIP,3000715,0
TXNIP,3000926,5.9
TXNIP,3001028,7.3
TXNIP,3001322,6
TXNIP,3001386,6
TXNIP,3002085,5.3
TXNIP,3002119,0
TXNIP,3003141,5.2
TXNIP,3003157,6.9
TXNIP,3005573,5.9
TXNIP,3006048,0
TXNIP,3007908,0
TXNIP,3008897,5.6
TXNIP,3009355,6.4
TXNIP,3011155,0
TXNIP,3013050,6
TXNIP,3013848,5.2
TXNIP,3025803,5.9
TXNIP,3025986,5.7
TXNIP,3032285,0
TXNIP,3032771,5.3
TXNIP,3033053,5.2
TXNIP,3033538,6.6
TXNIP,3033621,5.2
TXNIP,3033769,5.1
TXNIP,3033825,6.4
TXNIP,3033860,5.8
TXNIP,3033877,0
TXNIP,3033968,7.3
TXNIP,3033975,6.3
TXNIP,3033988,5.9
TXNIP,3034026,6.4
TXNIP,3034034,6.4
TXNIP,3034047,6.3
TXNIP,3034048,0
TXNIP,3034285,5.5
TXNIP,3034287,0
TXNIP,3034656,0
TXNIP,3034794,0
TXNIP,3035000,6.1
TXNIP,3035016,5.9
TXNIP,3035442,6.2
TXNIP,3035714,6.1
TXNIP,3035850,6.1
TXNIP,3036505,5.5
TXNIP,3037206,0
TXNIP,3037209,0
TXNIP,3037233,5.3
TXNIP,3037234,0
TXNIP,3037556,0
TXNIP,3037705,7.3
TXNIP,3037918,5.5
TXNIP,3037981,0
TXNIP,3038097,0
TXNIP,3038498,0
TXNIP,3038505,5.4
TXNIP,3038506,6
TXNIP,3038517,6.2
TXNIP,3038522,6.5
TXNIP,3038525,6.4
TXNIP,3045406,5.5
TXNIP,3047770,5.9
TXNIP,3047788,6.1
TXNIP,3050408,6.4
TXNIP,3052762,5.9
TXNIP,3052776,5.4
TXNIP,3052778,5.5
TXNIP,3053755,5
TXNIP,3055168,6.7
TXNIP,3055171,6
TXNIP,3057996,5.2
TXNIP,3058751,6.2
TXNIP,3058754,6.1
TXNIP,3062316,6
TXNIP,3064778,5.8
TXNIP,3080766,0
TXNIP,3080768,0
TXNIP,3080775,0
TXNIP,3080923,0
TXNIP,3081185,5.7
TXNIP,3081349,0
TXNIP,3081361,6.6
TXNIP,3081545,0
TXNIP,3081927,5.8
TXNIP,3082054,0
TXNIP,3082555,5.4
TXNIP,3082640,5.3
TXNIP,3082654,5.4
TXNIP,3082729,0
TXNIP,3083542,5.5
TXNIP,3083544,6.1
TXNIP,3084092,0
TXNIP,3084726,6
TXNIP,3085201,6.7
TXNIP,3085218,6.5
TXNIP,3086007,7
TXNIP,3086401,5.2
TXNIP,3086576,5.3
TXNIP,3086671,5.7
TXNIP,3086674,0
TXNIP,3087722,5.1
TXNIP,3092847,0
TXNIP,3113817,0
TXNIP,3137930,5.3
TXNIP,3161908,5
TXNIP,3236724,5.6
TXNIP,3246941,0
TXNIP,3253681,0
TXNIP,3256857,5.7
TXNIP,3256859,5.2
TXNIP,3256861,0
TXNIP,3260017,0
TXNIP,3266379,6.8
TXNIP,3318551,0
TXNIP,3323368,5.1
TXNIP,3332061,0
TXNIP,3340355,0
TXNIP,3342298,6.2
TXNIP,3364665,0
TXNIP,3364666,0
TXNIP,3378336,0
TXNIP,3382778,5
TXNIP,3382784,5.3
TXNIP,3383616,0
TXNIP,3387240,0
TXNIP,3396559,0
TXNIP,3396560,0
TXNIP,3465283,0
TXNIP,3492020,0
TXNIP,3505109,0
TXNIP,3506204,6.3
TXNIP,3529580,0
TXNIP,3571576,5.9
TXNIP,3581192,0
TXNIP,3698251,0
TXNIP,3699841,5.4
TXNIP,3734162,0
TXNIP,3777900,0
TXNIP,3783853,5.9
TXNIP,3819775,0
TXNIP,3852474,0
TXNIP,3870203,0
TXNIP,3899541,5.2
TXNIP,3943211,6.2
TXNIP,3952261,0
TXNIP,4011971,6.1
TXNIP,4068592,0
TXNIP,4073054,5.2
TXNIP,4112111,0
TXNIP,4118151,5.7
TXNIP,4147757,6.6
TXNIP,4149241,0
TXNIP,4177750,6.6
TXNIP,4284847,5.1
TXNIP,4290313,0
TXNIP,4292413,0
TXNIP,4369025,0
TXNIP,4369101,5.2
TXNIP,4369102,0
TXNIP,4369103,5.2
TXNIP,4369128,0
TXNIP,4369141,5.3
TXNIP,4369143,5.6
TXNIP,4369171,5.1
TXNIP,4369172,5
TXNIP,4369234,6.2
TXNIP,4369270,6.7
TXNIP,4369285,6.9
TXNIP,4369325,5.3
TXNIP,4369343,5.8
TXNIP,4369359,6.8
TXNIP,4369374,0
TXNIP,4369379,7.3
TXNIP,4369380,5
TXNIP,4369384,5.8
TXNIP,4369390,7.2
TXNIP,4369413,6.1
TXNIP,4369414,5.9
TXNIP,4369424,0
TXNIP,4369425,5.4
TXNIP,4369426,5.3
TXNIP,4369432,5
TXNIP,4369433,5.2
TXNIP,4369434,5.4
TXNIP,4369435,5.2
TXNIP,4369443,5.7
TXNIP,4369446,0
TXNIP,4369451,6.2
TXNIP,4369452,5.2
TXNIP,4369475,0
TXNIP,4369477,5.4
TXNIP,4369479,5
TXNIP,4369485,6.6
TXNIP,4369488,0
TXNIP,4369489,0
TXNIP,4369491,6.8
TXNIP,4369496,7.7
TXNIP,4369497,6.8
TXNIP,4369498,6.5
TXNIP,4369502,5.3
TXNIP,4369524,6.7
TXNIP,4369534,5.8
TXNIP,4369553,0
TXNIP,4369560,5.2
TXNIP,4369566,6.1
TXNIP,4369567,6.2
TXNIP,4369568,6.9
TXNIP,4369579,0
TXNIP,4369593,5
TXNIP,4395717,0
TXNIP,4468930,0
TXNIP,4469371,0
TXNIP,4469805,6.4
TXNIP,4469807,0
TXNIP,4469987,0
TXNIP,4469994,0
TXNIP,4470378,6.5
TXNIP,4470566,6.5
TXNIP,4470573,0
TXNIP,4470577,5.8
TXNIP,4470790,6.9
TXNIP,4471188,6.7
TXNIP,4472713,6.2
TXNIP,4474062,5.4
TXNIP,4474224,5.8
TXNIP,4474585,0
TXNIP,4474777,0
TXNIP,4476947,0
TXNIP,4476954,0
TXNIP,4477692,5
TXNIP,4628690,0
TXNIP,4628823,5.7
TXNIP,4629337,0
TXNIP,4630702,5.1
TXNIP,4630909,6.6
TXNIP,4631605,5.4
TXNIP,4633094,0
TXNIP,4634038,0
TXNIP,4634231,6.1
TXNIP,4634717,0
TXNIP,4635105,0
TXNIP,4635111,0
TXNIP,4635864,0
TXNIP,4636204,5.5
TXNIP,4659569,5.8
TXNIP,4697633,5.5
TXNIP,4722579,6.3
TXNIP,4747357,5.8
TXNIP,4920903,5.5
TXNIP,4979271,6.1
TXNIP,4988454,5.9
TXNIP,5003498,6.1
TXNIP,5005498,6.9
TXNIP,5082818,6.1
TXNIP,5084146,5
TXNIP,5113032,6.3
TXNIP,5119267,6
TXNIP,5152822,0
TXNIP,5158928,0
TXNIP,5168640,0
TXNIP,5179950,0
TXNIP,5180212,5.4
TXNIP,5180213,5.1
TXNIP,5221296,0
TXNIP,5231552,0
TXNIP,5232324,0
TXNIP,5251503,0
TXNIP,5255805,0
TXNIP,5270766,0
TXNIP,5272139,6.1
TXNIP,5273648,6.2
TXNIP,5274428,5.3
TXNIP,5274976,5.8
TXNIP,5275422,0
TXNIP,5276454,6
TXNIP,5276507,0
TXNIP,5276520,0
TXNIP,5276854,0
TXNIP,5277135,6
TXNIP,5278688,6.2
TXNIP,5278689,6.1
TXNIP,5278690,6.2
TXNIP,5279172,7
TXNIP,5280335,0
TXNIP,5280343,5.6
TXNIP,5280346,5.9
TXNIP,5280360,5.7
TXNIP,5280363,0
TXNIP,5280373,5.9
TXNIP,5280378,6.1
TXNIP,5280443,5.9
TXNIP,5280445,6
TXNIP,5280450,0
TXNIP,5280453,7
TXNIP,5280489,0
TXNIP,5280492,0
TXNIP,5280567,5.5
TXNIP,5280581,0
TXNIP,5280723,5.3
TXNIP,5280793,7.3
TXNIP,5280795,6.2
TXNIP,5280804,0
TXNIP,5280805,5.2
TXNIP,5280863,5.8
TXNIP,5280881,0
TXNIP,5280883,5.3
TXNIP,5280899,0
TXNIP,5280911,5.3
TXNIP,5280933,0
TXNIP,5280934,5.1
TXNIP,5280953,6.1
TXNIP,5280961,5.8
TXNIP,5280980,0
TXNIP,5281004,6.2
TXNIP,5281034,6
TXNIP,5281037,5.6
TXNIP,5281040,6.3
TXNIP,5281051,6.4
TXNIP,5281052,5.8
TXNIP,5281058,7.1
TXNIP,5281071,6.4
TXNIP,5281077,0
TXNIP,5281078,6.2
TXNIP,5281081,5.1
TXNIP,5281087,5.4
TXNIP,5281104,6.9
TXNIP,5281107,7
TXNIP,5281224,0
TXNIP,5281232,6.1
TXNIP,5281235,0
TXNIP,5281243,0
TXNIP,5281249,5.7
TXNIP,5281417,5.4
TXNIP,5281605,6.2
TXNIP,5281607,6.2
TXNIP,5281612,6
TXNIP,5281613,6
TXNIP,5281614,5.8
TXNIP,5281628,6
TXNIP,5281672,5.5
TXNIP,5281701,5.9
TXNIP,5281708,6
TXNIP,5281718,5.7
TXNIP,5281793,0
TXNIP,5281800,5.1
TXNIP,5281807,5.7
TXNIP,5281855,6.4
TXNIP,5281881,6.8
TXNIP,5281897,5.7
TXNIP,5282031,5.1
TXNIP,5282054,0
TXNIP,5282136,0
TXNIP,5282138,5
TXNIP,5282176,5.7
TXNIP,5282181,7
TXNIP,5282182,5.9
TXNIP,5282192,0
TXNIP,5282199,5.9
TXNIP,5282200,0
TXNIP,5282203,6.7
TXNIP,5282210,5.7
TXNIP,5282219,5.9
TXNIP,5282226,5.6
TXNIP,5282230,6
TXNIP,5282237,5.1
TXNIP,5282242,0
TXNIP,5282253,0
TXNIP,5282330,8.5
TXNIP,5282338,5.8
TXNIP,5282367,6.2
TXNIP,5282379,6.2
TXNIP,5282381,0
TXNIP,5282411,5.7
TXNIP,5282430,6.6
TXNIP,5282440,5.5
TXNIP,5282443,5.7
TXNIP,5282452,5.9
TXNIP,5282459,5.8
TXNIP,5282494,5.1
TXNIP,5282761,0
TXNIP,5282800,0
TXNIP,5283190,0
TXNIP,5283731,6.2
TXNIP,5283734,7.2
TXNIP,5283820,6.2
TXNIP,5284371,5.9
TXNIP,5284380,0
TXNIP,5284447,5.6
TXNIP,5284513,7.2
TXNIP,5284516,0
TXNIP,5284527,5.4
TXNIP,5284529,5.5
TXNIP,5284533,6.4
TXNIP,5284535,6.2
TXNIP,5284538,6.4
TXNIP,5284543,5.5
TXNIP,5284549,5.1
TXNIP,5284550,5.6
TXNIP,5284553,0
TXNIP,5284569,5.8
TXNIP,5284570,5.7
TXNIP,5284571,5.9
TXNIP,5284583,0
TXNIP,5284585,5.6
TXNIP,5284587,5.6
TXNIP,5284592,6.6
TXNIP,5284594,5.7
TXNIP,5284595,5.9
TXNIP,5284596,5.1
TXNIP,5284597,7
TXNIP,5284603,5.8
TXNIP,5284604,5.6
TXNIP,5284607,5.8
TXNIP,5284613,5.4
TXNIP,5284627,0
TXNIP,5284636,0
TXNIP,5287408,0
TXNIP,5287415,0
TXNIP,5287417,5
TXNIP,5287429,6.2
TXNIP,5287432,0
TXNIP,5287438,5.8
TXNIP,5287443,6.7
TXNIP,5287447,0
TXNIP,5287452,0
TXNIP,5287459,6.6
TXNIP,5287461,5.4
TXNIP,5287463,0
TXNIP,5287465,0
TXNIP,5287467,6.7
TXNIP,5287468,6.6
TXNIP,5287488,0
TXNIP,5287492,6.6
TXNIP,5287494,0
TXNIP,5287495,5.9
TXNIP,5287502,5.8
TXNIP,5287508,5.7
TXNIP,5287509,5.1
TXNIP,5287512,6.5
TXNIP,5287514,0
TXNIP,5287515,6.2
TXNIP,5287516,0
TXNIP,5287517,0
TXNIP,5287523,5.6
TXNIP,5287525,5.9
TXNIP,5287540,6.9
TXNIP,5287541,6.6
TXNIP,5287544,6.3
TXNIP,5287547,0
TXNIP,5287550,5
TXNIP,5287555,6.6
TXNIP,5287565,0
TXNIP,5287571,0
TXNIP,5287580,0
TXNIP,5287583,5
TXNIP,5287584,0
TXNIP,5287586,5.3
TXNIP,5287587,0
TXNIP,5287596,5.5
TXNIP,5287600,0
TXNIP,5287610,0
TXNIP,5287612,0
TXNIP,5287617,6.1
TXNIP,5287620,5.7
TXNIP,5287648,0
TXNIP,5287651,0
TXNIP,5287652,6.5
TXNIP,5287662,5.8
TXNIP,5287668,0
TXNIP,5287671,0
TXNIP,5287673,0
TXNIP,5287678,6
TXNIP,5287684,5.5
TXNIP,5287692,0
TXNIP,5287706,0
TXNIP,5287714,0
TXNIP,5287717,0
TXNIP,5287720,6.3
TXNIP,5287728,6.5
TXNIP,5287737,0
TXNIP,5287739,8.8
TXNIP,5287741,6
TXNIP,5287754,5.5
TXNIP,5287756,0
TXNIP,5287761,0
TXNIP,5287779,0
TXNIP,5287781,0
TXNIP,5287785,5.8
TXNIP,5287786,0
TXNIP,5287787,0
TXNIP,5287789,5.6
TXNIP,5287792,6.5
TXNIP,5287797,0
TXNIP,5287799,5.2
TXNIP,5287834,7.2
TXNIP,5287837,5.8
TXNIP,5287841,0
TXNIP,5287843,0
TXNIP,5287845,6.5
TXNIP,5287846,6.2
TXNIP,5287847,5.3
TXNIP,5287850,0
TXNIP,5287855,6.1
TXNIP,5287869,5.8
TXNIP,5287870,6.3
TXNIP,5287884,0
TXNIP,5287890,0
TXNIP,5287900,0
TXNIP,5287901,0
TXNIP,5287902,0
TXNIP,5287936,7.4
TXNIP,5287955,0
TXNIP,5287969,6.6
TXNIP,5287974,0
TXNIP,5287976,5.2
TXNIP,5287977,5.2
TXNIP,5287979,7
TXNIP,5287989,6.1
TXNIP,5287994,6.6
TXNIP,5288002,6.2
TXNIP,5288011,6.3
TXNIP,5288016,6.4
TXNIP,5288017,6.6
TXNIP,5288018,6.9
TXNIP,5288022,0
TXNIP,5288032,5.3
TXNIP,5288033,5
TXNIP,5288082,5.1
TXNIP,5288101,5.5
TXNIP,5288102,5.1
TXNIP,5288103,5
TXNIP,5288116,6
TXNIP,5288123,0
TXNIP,5288130,0
TXNIP,5288133,6.2
TXNIP,5288136,0
TXNIP,5288145,0
TXNIP,5288147,0
TXNIP,5288149,6.4
TXNIP,5288150,0
TXNIP,5288154,0
TXNIP,5288172,7.6
TXNIP,5288173,6.5
TXNIP,5288174,0
TXNIP,5288190,5
TXNIP,5288193,6.1
TXNIP,5288206,0
TXNIP,5288209,6.3
TXNIP,5288215,6.6
TXNIP,5288217,6.4
TXNIP,5288222,6
TXNIP,5288230,5.7
TXNIP,5288237,0
TXNIP,5288238,5.5
TXNIP,5288250,6.2
TXNIP,5288251,5.5
TXNIP,5288257,5.7
TXNIP,5288259,5.7
TXNIP,5288260,6.5
TXNIP,5288266,0
TXNIP,5288320,6
TXNIP,5288329,7.9
TXNIP,5288331,0
TXNIP,5288371,0
