protein,drug,value
CIRP2,1604,6.4
CIRP2,1609,6.4
CIRP2,1613,7.8
CIRP2,1614,5.1
CIRP2,1615,5.3
CIRP2,1616,0
CIRP2,1628,6.3
CIRP2,1629,0
CIRP2,1633,6.7
CIRP2,1646,0
CIRP2,1649,5.2
CIRP2,1662,0
CIRP2,1667,5.1
CIRP2,1673,0
CIRP2,1676,0
CIRP2,1682,0
CIRP2,1684,6.4
CIRP2,1694,0
CIRP2,1698,0
CIRP2,1700,6.9
CIRP2,1701,5
CIRP2,1708,5.7
CIRP2,1712,7.7
CIRP2,1714,6.4
CIRP2,1715,7.9
CIRP2,1720,6.8
CIRP2,1722,5
CIRP2,1723,6.5
CIRP2,1727,0
CIRP2,1746,5
CIRP2,1750,6
CIRP2,1755,0
CIRP2,1757,6.3
CIRP2,1758,5.3
CIRP2,1759,5
CIRP2,1775,7.4
CIRP2,1779,5.2
CIRP2,1783,5.8
CIRP2,1786,6.7
CIRP2,1788,6.6
CIRP2,1792,5.5
CIRP2,1800,0
CIRP2,1808,0
CIRP2,1819,5.5
CIRP2,1829,0
CIRP2,1832,5.2
CIRP2,1836,7.8
CIRP2,1854,6.3
CIRP2,1855,0
CIRP2,1865,0
CIRP2,1881,6.3
CIRP2,1893,5.1
CIRP2,1894,5.3
CIRP2,1923,5.5
CIRP2,1933,7.8
CIRP2,1935,6.4
CIRP2,1941,5.9
CIRP2,1944,6.7
CIRP2,1948,6.8
CIRP2,1949,6.4
CIRP2,1950,5.4
CIRP2,1978,5.6
CIRP2,1979,0
CIRP2,1981,6.4
CIRP2,1983,0
CIRP2,1986,0
CIRP2,1989,6.9
CIRP2,1990,0
CIRP2,1993,0
CIRP2,2014,6.6
CIRP2,2017,5.8
CIRP2,2022,0
CIRP2,2081,5.5
CIRP2,2082,5.4
CIRP2,2083,5.3
CIRP2,2084,5.3
CIRP2,2092,5.6
CIRP2,2094,0
CIRP2,2097,6.2
CIRP2,2099,6.7
CIRP2,2116,6.9
CIRP2,2118,7
CIRP2,2119,5.6
CIRP2,2120,6.6
CIRP2,2123,0
CIRP2,2130,5.3
CIRP2,2136,7.3
CIRP2,2138,5.2
CIRP2,2140,0
CIRP2,2144,0
CIRP2,2145,6
CIRP2,2146,0
CIRP2,2148,0
CIRP2,2149,0
CIRP2,2153,0
CIRP2,2157,6.7
CIRP2,2159,5.8
CIRP2,2160,7.8
CIRP2,2161,6.3
CIRP2,2162,0
CIRP2,2164,5.5
CIRP2,2165,6.7
CIRP2,2170,7.4
CIRP2,2179,7.4
CIRP2,2182,5.8
CIRP2,2187,6.8
CIRP2,2194,5
CIRP2,2196,5.5
CIRP2,2197,7.5
CIRP2,2200,6.5
CIRP2,2202,6.7
CIRP2,2206,5.4
CIRP2,2214,0
CIRP2,2216,5.1
CIRP2,2218,6.5
CIRP2,2225,6.1
CIRP2,2230,0
CIRP2,2239,5.2
CIRP2,2244,5.1
CIRP2,2247,8.6
CIRP2,2249,5.4
CIRP2,2256,0
CIRP2,2265,5.3
CIRP2,2266,0
CIRP2,2267,8.2
CIRP2,2273,5.7
CIRP2,2280,6.5
CIRP2,2281,6.5
CIRP2,2284,0
CIRP2,2286,6.7
CIRP2,2292,5.2
CIRP2,2294,0
CIRP2,2309,5.9
CIRP2,2310,0
CIRP2,2312,6.4
CIRP2,2313,7
CIRP2,2315,7.8
CIRP2,2318,6.9
CIRP2,2326,7.6
CIRP2,2327,0
CIRP2,2333,6.9
CIRP2,2334,0
CIRP2,2335,6.2
CIRP2,2337,5
CIRP2,2342,5.6
CIRP2,2343,7.1
CIRP2,2345,7
CIRP2,2350,6.7
CIRP2,2351,6.2
CIRP2,2353,6.8
CIRP2,2354,6
CIRP2,2355,5.5
CIRP2,2361,8.6
CIRP2,2365,0
CIRP2,2366,0
CIRP2,2368,5.6
CIRP2,2369,5.8
CIRP2,2370,0
CIRP2,2372,5.3
CIRP2,2374,6.3
CIRP2,2375,7
CIRP2,2377,6.6
CIRP2,2378,7.2
CIRP2,2381,6.6
CIRP2,2384,6.4
CIRP2,2391,6.9
CIRP2,2396,7.3
CIRP2,2398,7.1
CIRP2,2403,7.2
CIRP2,2405,0
CIRP2,2406,5.8
CIRP2,2429,5.8
CIRP2,2431,5.3
CIRP2,2435,5.6
CIRP2,2441,6.4
CIRP2,2442,6.1
CIRP2,2444,6.2
CIRP2,2446,5
CIRP2,2447,0
CIRP2,2448,7.5
CIRP2,2449,6.9
CIRP2,2450,0
CIRP2,2451,7.4
CIRP2,2453,5.4
CIRP2,2466,5.6
CIRP2,2467,5.2
CIRP2,2468,0
CIRP2,2471,6.3
CIRP2,2472,5.8
CIRP2,2474,6.5
CIRP2,2475,5.4
CIRP2,2477,6.7
CIRP2,2478,0
CIRP2,2479,5
CIRP2,2480,5.7
CIRP2,2481,5.7
CIRP2,2482,5.5
CIRP2,2484,7.1
CIRP2,2515,5.3
CIRP2,2519,0
CIRP2,2520,6.4
CIRP2,2526,0
CIRP2,2528,0
CIRP2,2536,6.3
CIRP2,2537,5.2
CIRP2,2540,8.1
CIRP2,2541,7
CIRP2,2543,6.9
CIRP2,2551,0
CIRP2,2554,8.3
CIRP2,2562,5.9
CIRP2,2564,5.9
CIRP2,2569,5
CIRP2,2576,5.3
CIRP2,2577,5.8
CIRP2,2578,0
CIRP2,2581,6.5
CIRP2,2583,6
CIRP2,2585,5.8
CIRP2,2605,9
CIRP2,2608,5.3
CIRP2,2662,6.7
CIRP2,2663,5.5
CIRP2,2678,6.4
CIRP2,2681,5.2
CIRP2,2682,0
CIRP2,2683,5.9
CIRP2,2707,0
CIRP2,2708,5.5
CIRP2,2710,6.8
CIRP2,2717,5.4
CIRP2,2719,5.8
CIRP2,2720,5.4
CIRP2,2722,5.9
CIRP2,2723,5
CIRP2,2724,5.2
CIRP2,2725,6.3
CIRP2,2726,5.7
CIRP2,2727,5.6
CIRP2,2732,7
CIRP2,2733,0
CIRP2,2746,6
CIRP2,2747,7.3
CIRP2,2749,5.8
CIRP2,2750,7.1
CIRP2,2754,7.4
CIRP2,2756,0
CIRP2,2761,8.4
CIRP2,2762,5.3
CIRP2,2763,5.9
CIRP2,2765,5.7
CIRP2,2771,7.1
CIRP2,2780,6.9
CIRP2,2782,6.8
CIRP2,2783,5.3
CIRP2,2787,6.8
CIRP2,2788,5.7
CIRP2,2789,6.7
CIRP2,2793,8.6
CIRP2,2794,7.7
CIRP2,2795,6.5
CIRP2,2796,5.2
CIRP2,2799,7.7
CIRP2,2800,6.8
CIRP2,2801,6.4
CIRP2,2802,6.9
CIRP2,2803,5.3
CIRP2,2805,7.5
CIRP2,2809,7
CIRP2,2811,6.8
CIRP2,2812,7.6
CIRP2,2816,7.1
CIRP2,2817,5.8
CIRP2,2833,6.9
CIRP2,2856,6.4
CIRP2,2871,6
CIRP2,2879,0
CIRP2,2882,5.4
CIRP2,2883,6.1
CIRP2,2893,7.2
CIRP2,2895,7.8
CIRP2,2898,6.5
CIRP2,2904,6.6
CIRP2,2905,5.4
CIRP2,2907,0
CIRP2,2910,6.5
CIRP2,2911,6.7
CIRP2,2912,7.7
CIRP2,2913,9.1
CIRP2,2929,8.4
CIRP2,2950,6.6
CIRP2,2955,6.2
CIRP2,2966,6
CIRP2,2968,5
CIRP2,2969,0
CIRP2,2971,5.7
CIRP2,2972,0
CIRP2,2993,7.4
CIRP2,2995,6.7
CIRP2,2997,7.2
CIRP2,2998,5.6
CIRP2,3007,0
CIRP2,3009,0
CIRP2,3016,7.5
CIRP2,3019,5.3
CIRP2,3022,6.4
CIRP2,3025,5.9
CIRP2,3026,6
CIRP2,3033,6.2
CIRP2,3036,6.8
CIRP2,3037,6.8
CIRP2,3038,0
CIRP2,3039,0
CIRP2,3042,6.1
CIRP2,3045,0
CIRP2,3050,5.5
CIRP2,3052,0
CIRP2,3055,6.8
CIRP2,3059,6.2
CIRP2,3071,7.3
CIRP2,3072,0
CIRP2,3073,0
CIRP2,3078,6.7
CIRP2,3080,0
CIRP2,3089,6.2
CIRP2,3092,5.2
CIRP2,3100,6
CIRP2,3102,6.9
CIRP2,3103,7.1
CIRP2,3105,5.6
CIRP2,3108,0
CIRP2,3109,5.5
CIRP2,3111,5.8
CIRP2,3114,6.3
CIRP2,3116,6.1
CIRP2,3117,0
CIRP2,3121,0
CIRP2,3149,5.4
CIRP2,3151,7.6
CIRP2,3152,7.5
CIRP2,3156,6.7
CIRP2,3157,6.7
CIRP2,3158,7.4
CIRP2,3162,6
CIRP2,3168,7.2
CIRP2,3169,5.1
CIRP2,3180,6.4
CIRP2,3182,0
CIRP2,3191,7.7
CIRP2,3198,6.7
CIRP2,3202,0
CIRP2,3219,5.7
CIRP2,3220,5.9
CIRP2,3226,0
CIRP2,3229,5.8
CIRP2,3236,6.5
CIRP2,3241,7.8
CIRP2,3242,5.2
CIRP2,3245,6.9
CIRP2,3261,7.4
CIRP2,3275,7.1
CIRP2,3276,0
CIRP2,3278,5.7
CIRP2,3282,0
CIRP2,3283,0
CIRP2,3284,0
CIRP2,3290,6.4
CIRP2,3291,0
CIRP2,3292,5.8
CIRP2,3295,5.4
CIRP2,3299,7.1
CIRP2,3301,0
CIRP2,3305,0
CIRP2,3306,5
CIRP2,3307,7.6
CIRP2,3308,6.7
CIRP2,3311,5.4
CIRP2,3312,7.5
CIRP2,3314,5.2
CIRP2,3324,5.2
CIRP2,3325,0
CIRP2,3331,5.2
CIRP2,3332,6.2
CIRP2,3333,5.8
CIRP2,3334,6.5
CIRP2,3335,6.5
CIRP2,3336,7.7
CIRP2,3337,6.4
CIRP2,3339,7.2
CIRP2,3341,6.5
CIRP2,3342,7.4
CIRP2,3343,6.6
CIRP2,3344,7.1
CIRP2,3345,7.3
CIRP2,3346,0
CIRP2,3348,8.2
CIRP2,3351,7
CIRP2,3354,7.2
CIRP2,3356,6.6
CIRP2,3357,6
CIRP2,3360,6.6
CIRP2,3365,5.4
CIRP2,3366,0
CIRP2,3369,7.2
CIRP2,3371,7.7
CIRP2,3372,6.7
CIRP2,3373,6
CIRP2,3374,6.4
CIRP2,3380,7.1
CIRP2,3385,0
CIRP2,3386,6.6
CIRP2,3393,6.6
CIRP2,3394,6.5
CIRP2,3395,7
CIRP2,3396,9.3
CIRP2,3397,6.3
CIRP2,3401,7.6
CIRP2,3406,0
CIRP2,3407,6.7
CIRP2,3410,6.2
CIRP2,3415,0
CIRP2,3440,5.6
CIRP2,3447,5.4
CIRP2,3454,0
CIRP2,3455,8.3
CIRP2,3457,6.1
CIRP2,3463,5.9
CIRP2,3468,6.6
CIRP2,3478,7.4
CIRP2,3485,0
CIRP2,3487,6.2
CIRP2,3488,7.5
CIRP2,3494,6.5
CIRP2,3503,6.8
CIRP2,3515,7.3
CIRP2,3516,0
CIRP2,3517,5.5
CIRP2,3518,5.1
CIRP2,3519,5.6
CIRP2,3520,0
CIRP2,3532,0
CIRP2,3534,6.3
CIRP2,3537,7.6
CIRP2,3540,5.7
CIRP2,3542,6.5
CIRP2,3547,6.7
CIRP2,3559,7.6
CIRP2,3561,5.1
CIRP2,3562,0
CIRP2,3563,7.3
CIRP2,3572,5.6
CIRP2,3590,0
CIRP2,3598,6
CIRP2,3601,8
CIRP2,3604,0
CIRP2,3607,5.7
CIRP2,3608,6.4
CIRP2,3609,5.3
CIRP2,3610,5.8
CIRP2,3627,7
CIRP2,3634,5.8
CIRP2,3637,5.2
CIRP2,3639,5.4
CIRP2,3647,6.7
CIRP2,3651,0
CIRP2,3652,5.7
CIRP2,3657,0
CIRP2,3658,6.4
CIRP2,3671,6
CIRP2,3672,6.4
CIRP2,3675,0
CIRP2,3676,5.4
CIRP2,3677,5.4
CIRP2,3678,5.6
CIRP2,3689,7.3
CIRP2,3690,0
CIRP2,3696,6.9
CIRP2,3698,5
CIRP2,3699,0
CIRP2,3702,7.2
CIRP2,3710,6.3
CIRP2,3711,6.2
CIRP2,3712,5.1
CIRP2,3713,5.8
CIRP2,3715,6.3
CIRP2,3718,6.9
CIRP2,3723,5.2
CIRP2,3728,0
CIRP2,3730,0
CIRP2,3731,0
CIRP2,3735,5.1
CIRP2,3737,0
CIRP2,3739,5.5
CIRP2,3741,0
CIRP2,3742,6.1
CIRP2,3743,0
CIRP2,3744,5.6
CIRP2,3747,6.7
CIRP2,3748,5.2
CIRP2,3749,7.7
CIRP2,3752,5.7
CIRP2,3758,5
CIRP2,3759,6.3
CIRP2,3760,6.3
CIRP2,3762,5.6
CIRP2,3763,0
CIRP2,3764,6.4
CIRP2,3767,0
CIRP2,3775,6.6
CIRP2,3776,0
CIRP2,3778,5.9
CIRP2,3779,5.3
CIRP2,3781,6.1
CIRP2,3784,6.1
CIRP2,3792,5.9
CIRP2,3815,7.2
CIRP2,3821,6.2
CIRP2,3822,7.5
CIRP2,3823,7.4
CIRP2,3824,6.6
CIRP2,3825,7.8
CIRP2,3826,7.3
CIRP2,3827,7.7
CIRP2,3830,5.4
CIRP2,3840,0
CIRP2,3845,5.8
CIRP2,3869,7
CIRP2,3878,5.6
CIRP2,3883,6.8
CIRP2,3885,7
CIRP2,3893,0
CIRP2,3899,6.5
CIRP2,3902,7.2
CIRP2,3922,8.6
CIRP2,3926,7.9
CIRP2,3932,7.2
CIRP2,3947,8.2
CIRP2,3948,6.4
CIRP2,3949,7.3
CIRP2,3950,0
CIRP2,3955,8.3
CIRP2,3957,7.6
CIRP2,3958,7.1
CIRP2,3961,6.7
CIRP2,3964,7.6
CIRP2,3965,6.8
CIRP2,3973,7.3
CIRP2,3991,5.8
CIRP2,3994,6
CIRP2,3998,0
CIRP2,4004,0
CIRP2,4008,7.4
CIRP2,4011,7.9
CIRP2,4020,7.3
CIRP2,4021,5.5
CIRP2,4026,0
CIRP2,4030,7.1
CIRP2,4031,6.5
CIRP2,4032,5
CIRP2,4033,0
CIRP2,4034,8.5
CIRP2,4037,7
CIRP2,4039,0
CIRP2,4041,7.1
CIRP2,4044,7.3
CIRP2,4046,7.8
CIRP2,4047,5.9
CIRP2,4054,5.8
CIRP2,4055,6.4
CIRP2,4057,7.5
CIRP2,4058,5.6
CIRP2,4059,0
CIRP2,4060,6
CIRP2,4062,6.1
CIRP2,4064,0
CIRP2,4066,7.8
CIRP2,4075,0
CIRP2,4078,6.5
CIRP2,4086,5.2
CIRP2,4091,0
CIRP2,4095,6.6
CIRP2,4097,6.8
CIRP2,4098,5
CIRP2,4099,5.2
CIRP2,4101,0
CIRP2,4107,5
CIRP2,4113,0
CIRP2,4114,6
CIRP2,4116,0
CIRP2,4117,5.2
CIRP2,4121,5.4
CIRP2,4122,6.2
CIRP2,4133,0
CIRP2,4134,6.5
CIRP2,4139,5.3
CIRP2,4158,6
CIRP2,4161,0
CIRP2,4162,0
CIRP2,4165,6
CIRP2,4167,7.7
CIRP2,4168,5
CIRP2,4170,6.9
CIRP2,4171,5.1
CIRP2,4173,0
CIRP2,4174,6.8
CIRP2,4177,7
CIRP2,4178,5.4
CIRP2,4184,8
CIRP2,4189,6.7
CIRP2,4192,7.6
CIRP2,4195,0
CIRP2,4197,5.7
CIRP2,4199,6.5
CIRP2,4205,7.6
CIRP2,4211,7
CIRP2,4212,5.5
CIRP2,4235,5.6
CIRP2,4236,6.3
CIRP2,4238,0
CIRP2,4249,7.8
CIRP2,4257,8.3
CIRP2,4260,5.6
CIRP2,4261,6.9
CIRP2,4266,0
CIRP2,4282,0
CIRP2,4284,5.4
CIRP2,4286,7.2
CIRP2,4288,6.6
CIRP2,4290,6.7
CIRP2,4293,5.6
CIRP2,4300,6.3
CIRP2,4310,7.4
CIRP2,4316,6.3
CIRP2,4324,0
CIRP2,4327,7.9
CIRP2,4347,6.6
CIRP2,4354,0
CIRP2,4357,6
CIRP2,4358,6.6
CIRP2,4359,5.7
CIRP2,4362,0
CIRP2,4368,6.9
CIRP2,4369,6.6
CIRP2,4380,5.7
CIRP2,4382,0
CIRP2,4409,6.3
CIRP2,4410,6.9
CIRP2,4413,7.5
CIRP2,4417,6.2
CIRP2,4418,7.4
CIRP2,4421,5.3
CIRP2,4436,6.8
CIRP2,4437,5.8
CIRP2,4440,6.5
CIRP2,4447,7.4
CIRP2,4449,7.2
CIRP2,4450,7.4
CIRP2,4456,5.4
CIRP2,4462,5.8
CIRP2,4463,6.3
CIRP2,4472,6.8
CIRP2,4474,6.8
CIRP2,4477,6.6
CIRP2,4485,5.5
CIRP2,4486,6
CIRP2,4487,6.5
CIRP2,4488,7.3
CIRP2,4493,6.9
CIRP2,4494,6.2
CIRP2,4495,6.2
CIRP2,4497,5.7
CIRP2,4499,6.1
CIRP2,4500,6.2
CIRP2,4506,6.9
CIRP2,4507,5.9
CIRP2,4510,0
CIRP2,4513,0
CIRP2,4514,6.1
CIRP2,4528,6.9
CIRP2,4538,0
CIRP2,4543,7.7
CIRP2,4553,6.1
CIRP2,4564,6.2
CIRP2,4565,7.1
CIRP2,4566,7.2
CIRP2,4567,7.3
CIRP2,4578,6.3
CIRP2,4581,0
CIRP2,4583,6.3
CIRP2,4592,6.1
CIRP2,4594,6.6
CIRP2,4595,7.2
CIRP2,4601,6.6
CIRP2,4602,5.9
CIRP2,4604,0
CIRP2,4612,5.6
CIRP2,4614,6.4
CIRP2,4615,8.1
CIRP2,4616,7
CIRP2,4617,7.5
CIRP2,4619,5.2
CIRP2,4621,7
CIRP2,4622,5.4
CIRP2,4626,0
CIRP2,4628,5.3
CIRP2,4631,5.2
CIRP2,4632,6.5
CIRP2,4633,5.7
CIRP2,4634,6.3
CIRP2,4636,6.6
CIRP2,4640,6.9
CIRP2,4641,6.2
CIRP2,4642,7
CIRP2,4644,0
CIRP2,4661,0
CIRP2,4679,6.4
CIRP2,4680,6.4
CIRP2,4684,0
CIRP2,4688,5.7
CIRP2,4695,6.1
CIRP2,4696,0
CIRP2,4708,7.2
CIRP2,4723,5.7
CIRP2,4725,0
CIRP2,4735,6.4
CIRP2,4737,5.2
CIRP2,4740,5.8
CIRP2,4744,7
CIRP2,4746,7
CIRP2,4747,7.1
CIRP2,4748,6.4
CIRP2,4753,6
CIRP2,4754,0
CIRP2,4760,7.4
CIRP2,4761,6
CIRP2,4762,5.4
CIRP2,4763,6.5
CIRP2,4764,7.9
CIRP2,4765,0
CIRP2,4766,7.5
CIRP2,4767,8.6
CIRP2,4768,6.9
CIRP2,4770,5.7
CIRP2,4771,5.2
CIRP2,4775,5.6
CIRP2,4781,6.6
CIRP2,4788,6.2
CIRP2,4797,0
CIRP2,4806,6.6
CIRP2,4810,0
CIRP2,4814,7.1
CIRP2,4820,6.4
CIRP2,4822,7.7
CIRP2,4823,7.4
CIRP2,4826,5.6
CIRP2,4828,5.4
CIRP2,4829,7.2
CIRP2,4830,6.4
CIRP2,4832,7.4
CIRP2,4837,0
CIRP2,4839,7.4
CIRP2,4842,0
CIRP2,4843,0
CIRP2,4845,5.1
CIRP2,4846,6.5
CIRP2,4848,7.3
CIRP2,4849,5.8
CIRP2,4850,6.6
CIRP2,4855,5.6
CIRP2,4858,7
CIRP2,4870,6.1
CIRP2,4874,0
CIRP2,4883,5
CIRP2,4886,6
CIRP2,4887,7.2
CIRP2,4888,6.4
CIRP2,4890,6.8
CIRP2,4891,7.8
CIRP2,4893,6.1
CIRP2,4904,7.1
CIRP2,4905,7
CIRP2,4906,5.9
CIRP2,4908,5.7
CIRP2,4909,5.7
CIRP2,4911,6.2
CIRP2,4912,7.2
CIRP2,4913,5.5
CIRP2,4914,5.3
CIRP2,4915,5.3
CIRP2,4917,7
CIRP2,4919,6.6
CIRP2,4922,5.8
CIRP2,4923,5.8
CIRP2,4926,6.3
CIRP2,4927,6.5
CIRP2,4932,6.3
CIRP2,4934,7.4
CIRP2,4935,5.2
CIRP2,4938,5.7
CIRP2,4940,6.3
CIRP2,4942,6.9
CIRP2,4943,6
CIRP2,4946,6.1
CIRP2,4947,5.3
CIRP2,4949,0
CIRP2,4967,5.1
CIRP2,4969,6.2
CIRP2,4976,7.6
CIRP2,4977,0
CIRP2,4991,0
CIRP2,4992,6
CIRP2,4993,6.1
CIRP2,4994,0
CIRP2,4996,5.8
CIRP2,4999,7
CIRP2,5002,7
CIRP2,5004,5.9
CIRP2,5029,6.4
CIRP2,5035,7
CIRP2,5039,0
CIRP2,5042,7.1
CIRP2,5054,0
CIRP2,5055,0
CIRP2,5070,5.3
CIRP2,5071,6
CIRP2,5073,7.7
CIRP2,5074,8.6
CIRP2,5078,5.8
CIRP2,5090,6.8
CIRP2,5092,6.6
CIRP2,5095,6
CIRP2,5105,6.6
CIRP2,5111,6.7
CIRP2,5139,0
CIRP2,5143,5.5
CIRP2,5147,0
CIRP2,5160,6.5
CIRP2,5161,6.3
CIRP2,5164,6.6
CIRP2,5171,6.1
CIRP2,5172,6.3
CIRP2,5189,6.3
CIRP2,5192,0
CIRP2,5193,5.5
CIRP2,5202,5
CIRP2,5205,8.5
CIRP2,5206,0
CIRP2,5210,6.1
CIRP2,5212,7.2
CIRP2,5215,5.6
CIRP2,5217,6.2
CIRP2,5219,0
CIRP2,5226,5.5
CIRP2,5227,0
CIRP2,5241,0
CIRP2,5243,6.5
CIRP2,5245,0
CIRP2,5253,5.3
CIRP2,5291,8
CIRP2,5311,6.1
CIRP2,5314,0
CIRP2,5315,5.5
CIRP2,5318,6.8
CIRP2,5319,6.4
CIRP2,5320,5.5
CIRP2,5322,6
CIRP2,5323,5.6
CIRP2,5324,5
CIRP2,5325,6.1
CIRP2,5326,5.8
CIRP2,5327,6.2
CIRP2,5328,5.7
CIRP2,5329,5.8
CIRP2,5330,6
CIRP2,5333,0
CIRP2,5334,6.3
CIRP2,5335,6.8
CIRP2,5336,6.1
CIRP2,5338,6.8
CIRP2,5340,5.3
CIRP2,5341,0
CIRP2,5342,8.1
CIRP2,5343,6.1
CIRP2,5344,6
CIRP2,5345,6.6
CIRP2,5351,5.8
CIRP2,5355,5.8
CIRP2,5356,5.6
CIRP2,5357,6.2
CIRP2,5358,5.5
CIRP2,5359,6.4
CIRP2,5362,6.3
CIRP2,5379,6.2
CIRP2,5381,7.2
CIRP2,5386,0
CIRP2,5391,7.3
CIRP2,5392,5.4
CIRP2,5394,0
CIRP2,5401,6.1
CIRP2,5403,5.3
CIRP2,5405,8.2
CIRP2,5411,5.6
CIRP2,5413,0
CIRP2,5419,6.9
CIRP2,5426,6.5
CIRP2,5429,0
CIRP2,5430,5.1
CIRP2,5437,0
CIRP2,5438,0
CIRP2,5440,6.1
CIRP2,5443,0
CIRP2,5452,7.1
CIRP2,5453,0
CIRP2,5455,0
CIRP2,5457,5.4
CIRP2,5467,5.7
CIRP2,5468,6.6
CIRP2,5472,6.4
CIRP2,5476,5.4
CIRP2,5479,0
CIRP2,5480,6.5
CIRP2,5482,6.1
CIRP2,5483,0
CIRP2,5484,5.6
CIRP2,5487,5.4
CIRP2,5497,0
CIRP2,5502,6.9
CIRP2,5503,6.6
CIRP2,5504,5.6
CIRP2,5505,6.2
CIRP2,5509,6.4
CIRP2,5510,7.6
CIRP2,5511,6.4
CIRP2,5524,7
CIRP2,5530,5.3
CIRP2,5531,0
CIRP2,5533,6.8
CIRP2,5536,5.2
CIRP2,5541,0
CIRP2,5546,6.2
CIRP2,5556,7.2
CIRP2,5558,0
CIRP2,5560,5.7
CIRP2,5563,0
CIRP2,5564,6.2
CIRP2,5565,0
CIRP2,5566,6.8
CIRP2,5567,7.7
CIRP2,5568,6.5
CIRP2,5572,6.9
CIRP2,5573,5.6
CIRP2,5574,6.4
CIRP2,5576,0
CIRP2,5577,5.6
CIRP2,5578,5.1
CIRP2,5583,6.4
CIRP2,5584,6.9
CIRP2,5585,6.2
CIRP2,5587,6
CIRP2,5591,8.3
CIRP2,5593,6.3
CIRP2,5597,5
CIRP2,5601,5.1
CIRP2,5603,0
CIRP2,5606,5.7
CIRP2,5610,0
CIRP2,5611,5.6
CIRP2,5625,6.7
CIRP2,5634,0
CIRP2,5639,6.1
CIRP2,5641,0
CIRP2,5648,5.7
CIRP2,5656,5.8
CIRP2,5663,7
CIRP2,5666,5.4
CIRP2,5681,6.6
CIRP2,5687,6.4
CIRP2,5707,6.3
CIRP2,5709,6.6
CIRP2,5717,8
CIRP2,5719,6.9
CIRP2,5720,7.4
CIRP2,5723,6.3
CIRP2,5724,6.9
CIRP2,5732,6.8
CIRP2,5733,6.7
CIRP2,5734,5.1
CIRP2,5735,5.9
CIRP2,5736,6.9
CIRP2,5740,6.4
CIRP2,5743,7.1
CIRP2,5744,7
CIRP2,5745,7.1
CIRP2,5746,5.6
CIRP2,5749,6.2
CIRP2,5753,6.8
CIRP2,5754,6.7
CIRP2,5755,7.5
CIRP2,5756,7.2
CIRP2,5757,7.3
CIRP2,5761,7.4
CIRP2,5770,7.1
CIRP2,5773,6.5
CIRP2,5780,0
CIRP2,5789,0
CIRP2,5790,0
CIRP2,5794,5.3
CIRP2,5798,0
CIRP2,5799,0
CIRP2,5801,0
CIRP2,5803,6.2
CIRP2,5806,5.6
CIRP2,5810,0
CIRP2,5816,0
CIRP2,5819,5.8
CIRP2,5826,5
CIRP2,5833,7.3
CIRP2,5834,7.7
CIRP2,5838,6.2
CIRP2,5839,7.2
CIRP2,5842,5.4
CIRP2,5850,5
CIRP2,5853,0
CIRP2,5857,8
CIRP2,5858,6.9
CIRP2,5859,0
CIRP2,5865,7.7
CIRP2,5870,7.5
CIRP2,5875,7.6
CIRP2,5876,7.6
CIRP2,5878,6.8
CIRP2,5880,7.8
CIRP2,5881,7.1
CIRP2,5884,5.2
CIRP2,5885,5.2
CIRP2,5892,5.8
CIRP2,5894,5
CIRP2,5902,5.5
CIRP2,5904,7
CIRP2,5905,0
CIRP2,5906,0
CIRP2,5910,5.1
CIRP2,5917,0
CIRP2,5918,0
CIRP2,5929,5
CIRP2,5936,0
CIRP2,5939,0
CIRP2,5944,5.1
CIRP2,5950,0
CIRP2,5951,0
CIRP2,5952,7.2
CIRP2,5957,0
CIRP2,5959,5.3
CIRP2,5960,0
CIRP2,5962,0
CIRP2,5977,0
CIRP2,5983,6
CIRP2,5988,0
CIRP2,5991,7.5
CIRP2,5994,7.1
CIRP2,5995,7
CIRP2,5997,7.5
CIRP2,6000,8
CIRP2,6005,6.9
CIRP2,6006,6
CIRP2,6009,5.5
CIRP2,6010,7.1
CIRP2,6011,7
CIRP2,6013,6.9
CIRP2,6016,6.4
CIRP2,6018,7
CIRP2,6021,0
CIRP2,6024,5.6
CIRP2,6027,0
CIRP2,6029,0
CIRP2,6030,0
CIRP2,6031,0
CIRP2,6032,0
CIRP2,6035,0
CIRP2,6037,6
CIRP2,6038,5.9
CIRP2,6041,0
CIRP2,6047,0
CIRP2,6049,0
CIRP2,6050,0
CIRP2,6054,0
CIRP2,6057,0
CIRP2,6067,5.4
CIRP2,6076,5.3
CIRP2,6077,6.3
CIRP2,6082,0
CIRP2,6083,0
CIRP2,6087,6.2
CIRP2,6089,5.5
CIRP2,6090,5.7
CIRP2,6093,0
CIRP2,6098,7
CIRP2,6101,0
CIRP2,6106,0
CIRP2,6112,0
CIRP2,6115,0
CIRP2,6119,0
CIRP2,6127,7.7
CIRP2,6128,7.4
CIRP2,6129,6.4
CIRP2,6131,0
CIRP2,6132,0
CIRP2,6133,0
CIRP2,6137,0
CIRP2,6140,5.1
CIRP2,6151,0
CIRP2,6175,0
CIRP2,6176,0
CIRP2,6179,5
CIRP2,6194,0
CIRP2,6196,6.6
CIRP2,6212,0
CIRP2,6213,0
CIRP2,6215,7.1
CIRP2,6227,0
CIRP2,6228,0
CIRP2,6230,7.8
CIRP2,6231,7.4
CIRP2,6234,0
CIRP2,6235,0
CIRP2,6237,6.9
CIRP2,6238,7
CIRP2,6245,0
CIRP2,6249,6.8
CIRP2,6251,0
CIRP2,6253,0
CIRP2,6256,5.8
